"a","Find...",,,"1631327821396","pom.xml"
"a","EditorChange",,,"1631327880994","pom.xml"
"a","Down",,,"1631328369593","pom.xml"
"a","Down",,,"1631328370111","pom.xml"
"a","Down",,,"1631328370145","pom.xml"
"a","Down",,,"1631328370180","pom.xml"
"a","Down",,,"1631328370215","pom.xml"
"a","Down",,,"1631328370249","pom.xml"
"a","Down",,,"1631328370282","pom.xml"
"a","Down",,,"1631328370317","pom.xml"
"a","Down",,,"1631328370351","pom.xml"
"a","Down",,,"1631328370386","pom.xml"
"a","Down",,,"1631328370421","pom.xml"
"a","Down",,,"1631328370454","pom.xml"
"a","Down",,,"1631328371377","pom.xml"
"a","Up",,,"1631328371947","pom.xml"
"a","Up",,,"1631328372296","pom.xml"
"a","Down",,,"1631328372709","pom.xml"
"a","Right",,,"1631328373030","pom.xml"
"a","Right",,,"1631328373544","pom.xml"
"a","Right",,,"1631328373577","pom.xml"
"a","Right",,,"1631328373612","pom.xml"
"a","Right",,,"1631328373647","pom.xml"
"a","Right",,,"1631328373681","pom.xml"
"a","Right",,,"1631328373715","pom.xml"
"a","Right",,,"1631328373749","pom.xml"
"a","Right",,,"1631328373783","pom.xml"
"a","Right",,,"1631328373817","pom.xml"
"a","Right",,,"1631328374084","pom.xml"
"a","Right",,,"1631328374285","pom.xml"
"a","Backspace",,,"1631328380746","pom.xml"
"e","<?xml version=""1.0"" encoding=""UTF-8""?>
<project xmlns=""http://maven.apache.org/POM/4.0.0"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
	xsi:schemaLocation=""http://maven.apache.org/POM/4.0.0 https://maven.apache.org/xsd/maven-4.0.0.xsd"">
	<modelVersion>4.0.0</modelVersion>
	<parent>
		<groupId>org.springframework.boot</groupId>
		<artifactId>spring-boot-starter-parent</artifactId>
		<version>2.5.4</version>
		<relativePath/> <!-- lookup parent from repository -->
	</parent>
	<groupId>br.org.dag.spring</groupId>
	<artifactId>springdemo</artifactId>
	<version>1.0</version>
	<name>HelloWorldSpringIntellij</name>
	<description>Demo project for Spring Boot in Intellij</description>
	<properties>
		<java.version>1</java.version>
	</properties>
	<dependencies>
		<dependency>
			<groupId>org.springframework.boot</groupId>
			<artifactId>spring-boot-starter-thymeleaf</artifactId>
		</dependency>
		<dependency>
			<groupId>org.springframework.boot</groupId>
			<artifactId>spring-boot-starter-web</artifactId>
		</dependency>

		<dependency>
			<groupId>org.springframework.boot</groupId>
			<artifactId>spring-boot-devtools</artifactId>
			<scope>runtime</scope>
			<optional>true</optional>
		</dependency>
		<dependency>
			<groupId>org.projectlombok</groupId>
			<artifactId>lombok</artifactId>
			<optional>true</optional>
		</dependency>
		<dependency>
			<groupId>org.springframework.boot</groupId>
			<artifactId>spring-boot-starter-test</artifactId>
			<scope>test</scope>
		</dependency>
	</dependencies>

	<build>
		<plugins>
			<plugin>
				<groupId>org.springframework.boot</groupId>
				<artifactId>spring-boot-maven-plugin</artifactId>
				<configuration>
					<excludes>
						<exclude>
							<groupId>org.projectlombok</groupId>
							<artifactId>lombok</artifactId>
						</exclude>
					</excludes>
				</configuration>
			</plugin>
		</plugins>
	</build>

</project>
","","0","1631328380760","pom.xml"
"a","Backspace",,,"1631328380908","pom.xml"
"e","","1","724","1631328380955","pom.xml"
"e","8","","724","1631328382110","pom.xml"
"k","8",,"725","1631328382112","pom.xml"
"a","EditorChange",,,"1631328459883","pom.xml"
"a","Undefined",,,"1631328562041","pom.xml"
"a","EditorChange",,,"1631328690633","pom.xml"
"a","Undefined",,,"1631329126613","pom.xml"
"a","EditorChange",,,"1631329128261","pom.xml"
"a","Creating class Spring.PrimeiroControlador",,,"1631329214247","pom.xml"
"a","Backspace",,,"1631494005793","pom.xml"
"e","","8","724","1631494005812","pom.xml"
"e","1","","724","1631494006407","pom.xml"
"k","1",,"725","1631494006408","pom.xml"
"e","6","","725","1631494006643","pom.xml"
"k","6",,"726","1631494006644","pom.xml"
"a","Enter",,,"1631494013816","pom.xml"
"e","
		","","775","1631494013840","pom.xml"
"a","Enter",,,"1631494014002","pom.xml"
"e","
","","773","1631494015048","pom.xml"
"a","Paste",,,"1631494015420","pom.xml"
"p"," <dependency>
            <groupId>org.springframework.boot</groupId>
            <artifactId>spring-boot-starter-thymeleaf</artifactId>
        </dependency>
        <dependency>
            <groupId>org.springframework.boot</groupId>
            <artifactId>spring-boot-starter-web</artifactId>
        </dependency>
        <dependency>
            <groupId>org.springframework.boot</groupId>
            <artifactId>spring-boot-devtools</artifactId>
            <scope>runtime</scope>
            <optional>true</optional>
        </dependency>
        <dependency>
            <groupId>org.projectlombok</groupId>
            <artifactId>lombok</artifactId>
            <optional>true</optional>
        </dependency>
        <dependency>
            <groupId>mysql</groupId>
            <artifactId>mysql-connector-java</artifactId>
            <scope>runtime</scope>
        </dependency>
        <dependency>
            <groupId>org.springframework.boot</groupId>
            <artifactId>spring-boot-starter-data-jpa</artifactId>
        </dependency>
        <dependency>
            <groupId>org.springframework.boot</groupId>
            <artifactId>spring-boot-starter-test</artifactId>
            <scope>test</scope>
            <exclusions>
                <exclusion>
                    <groupId>org.junit.vintage</groupId>
                    <artifactId>junit-vintage-engine</artifactId>
                </exclusion>
            </exclusions>
        </dependency>",,"776","1631494015453","pom.xml"
"e"," <dependency>
            <groupId>org.springframework.boot</groupId>
            <artifactId>spring-boot-starter-thymeleaf</artifactId>
        </dependency>
        <dependency>
            <groupId>org.springframework.boot</groupId>
            <artifactId>spring-boot-starter-web</artifactId>
        </dependency>
        <dependency>
            <groupId>org.springframework.boot</groupId>
            <artifactId>spring-boot-devtools</artifactId>
            <scope>runtime</scope>
            <optional>true</optional>
        </dependency>
        <dependency>
            <groupId>org.projectlombok</groupId>
            <artifactId>lombok</artifactId>
            <optional>true</optional>
        </dependency>
        <dependency>
            <groupId>mysql</groupId>
            <artifactId>mysql-connector-java</artifactId>
            <scope>runtime</scope>
        </dependency>
        <dependency>
            <groupId>org.springframework.boot</groupId>
            <artifactId>spring-boot-starter-data-jpa</artifactId>
        </dependency>
        <dependency>
            <groupId>org.springframework.boot</groupId>
            <artifactId>spring-boot-starter-test</artifactId>
            <scope>test</scope>
            <exclusions>
                <exclusion>
                    <groupId>org.junit.vintage</groupId>
                    <artifactId>junit-vintage-engine</artifactId>
                </exclusion>
            </exclusions>
        </dependency>","","776","1631494015474","pom.xml"
"e",""," ","776","1631494015526","pom.xml"
"e","","            ","789","1631494015542","pom.xml"
"e","			","","789","1631494015543","pom.xml"
"e","","            ","836","1631494015556","pom.xml"
"e","			","","836","1631494015557","pom.xml"
"e","","        ","894","1631494015572","pom.xml"
"e","		","","894","1631494015573","pom.xml"
"e","","        ","910","1631494015588","pom.xml"
"e","		","","910","1631494015589","pom.xml"
"e","","            ","925","1631494015603","pom.xml"
"e","			","","925","1631494015604","pom.xml"
"e","","            ","972","1631494015618","pom.xml"
"e","			","","972","1631494015619","pom.xml"
"e","","        ","1024","1631494015632","pom.xml"
"e","		","","1024","1631494015633","pom.xml"
"e","","        ","1040","1631494015646","pom.xml"
"e","		","","1040","1631494015647","pom.xml"
"e","","            ","1055","1631494015659","pom.xml"
"e","			","","1055","1631494015660","pom.xml"
"e","","            ","1102","1631494015673","pom.xml"
"e","			","","1102","1631494015674","pom.xml"
"e","","            ","1151","1631494015704","pom.xml"
"e","			","","1151","1631494015705","pom.xml"
"e","","            ","1177","1631494015721","pom.xml"
"e","			","","1177","1631494015722","pom.xml"
"e","","        ","1206","1631494015821","pom.xml"
"e","		","","1206","1631494015822","pom.xml"
"e","","        ","1222","1631494016039","pom.xml"
"e","		","","1222","1631494016040","pom.xml"
"e","","            ","1237","1631494016058","pom.xml"
"e","			","","1237","1631494016059","pom.xml"
"e","","            ","1277","1631494016074","pom.xml"
"e","			","","1277","1631494016075","pom.xml"
"e","","            ","1312","1631494016089","pom.xml"
"e","			","","1312","1631494016090","pom.xml"
"e","","        ","1341","1631494016104","pom.xml"
"e","		","","1341","1631494016105","pom.xml"
"e","","        ","1357","1631494016120","pom.xml"
"e","		","","1357","1631494016121","pom.xml"
"e","","            ","1372","1631494016136","pom.xml"
"e","			","","1372","1631494016137","pom.xml"
"e","","            ","1400","1631494016152","pom.xml"
"e","			","","1400","1631494016153","pom.xml"
"e","","            ","1449","1631494016168","pom.xml"
"e","			","","1449","1631494016169","pom.xml"
"e","","        ","1475","1631494016183","pom.xml"
"e","		","","1475","1631494016184","pom.xml"
"e","","        ","1491","1631494016199","pom.xml"
"e","		","","1491","1631494016200","pom.xml"
"e","","            ","1506","1631494016217","pom.xml"
"e","			","","1506","1631494016218","pom.xml"
"e","","            ","1553","1631494016238","pom.xml"
"e","			","","1553","1631494016239","pom.xml"
"e","","        ","1610","1631494016253","pom.xml"
"e","		","","1610","1631494016254","pom.xml"
"e","","        ","1626","1631494016268","pom.xml"
"e","		","","1626","1631494016269","pom.xml"
"e","","            ","1641","1631494016284","pom.xml"
"e","			","","1641","1631494016285","pom.xml"
"e","","            ","1688","1631494016352","pom.xml"
"e","			","","1688","1631494016353","pom.xml"
"e","","            ","1741","1631494016366","pom.xml"
"e","			","","1741","1631494016367","pom.xml"
"e","","            ","1764","1631494016384","pom.xml"
"e","			","","1764","1631494016385","pom.xml"
"e","","                ","1780","1631494016405","pom.xml"
"e","				","","1780","1631494016406","pom.xml"
"e","","                    ","1796","1631494016422","pom.xml"
"e","					","","1796","1631494016423","pom.xml"
"e","","                    ","1838","1631494016439","pom.xml"
"e","					","","1838","1631494016440","pom.xml"
"e","","                ","1889","1631494016459","pom.xml"
"e","				","","1889","1631494016460","pom.xml"
"e","","            ","1906","1631494016479","pom.xml"
"e","			","","1906","1631494016480","pom.xml"
"e","","        ","1923","1631494016500","pom.xml"
"e","		","","1923","1631494016501","pom.xml"
"a","Down",,,"1631494046265","pom.xml"
"a","Down",,,"1631494046446","pom.xml"
"a","Down",,,"1631494046631","pom.xml"
"a","Down",,,"1631494046795","pom.xml"
"a","Down",,,"1631494046965","pom.xml"
"a","Down",,,"1631494047148","pom.xml"
"a","Down",,,"1631494047313","pom.xml"
"a","Down",,,"1631494047497","pom.xml"
"a","Down",,,"1631494047669","pom.xml"
"a","Down",,,"1631494047856","pom.xml"
"a","Up",,,"1631494048213","pom.xml"
"a","Up",,,"1631494048729","pom.xml"
"a","Up",,,"1631494048764","pom.xml"
"a","Up",,,"1631494048797","pom.xml"
"a","Up",,,"1631494048832","pom.xml"
"a","Up",,,"1631494048866","pom.xml"
"a","Up",,,"1631494048899","pom.xml"
"a","Up",,,"1631494048934","pom.xml"
"a","Up",,,"1631494048969","pom.xml"
"a","Up",,,"1631494049005","pom.xml"
"a","Down",,,"1631494049398","pom.xml"
"a","Down",,,"1631494049610","pom.xml"
"a","Left",,,"1631494050398","pom.xml"
"a","Left",,,"1631494051006","pom.xml"
"a","Left",,,"1631494051525","pom.xml"
"a","Left",,,"1631494051559","pom.xml"
"a","Left",,,"1631494051593","pom.xml"
"a","Left",,,"1631494051628","pom.xml"
"a","Left",,,"1631494051663","pom.xml"
"a","Left",,,"1631494051842","pom.xml"
"a","Left",,,"1631494052028","pom.xml"
"a","Left",,,"1631494052220","pom.xml"
"a","Down with Selection",,,"1631494053014","pom.xml"
"a","Down with Selection",,,"1631494053209","pom.xml"
"a","Down with Selection",,,"1631494053392","pom.xml"
"a","Down with Selection",,,"1631494053576","pom.xml"
"a","Down with Selection",,,"1631494053739","pom.xml"
"a","Down with Selection",,,"1631494053922","pom.xml"
"a","Down with Selection",,,"1631494054443","pom.xml"
"a","Down with Selection",,,"1631494054475","pom.xml"
"a","Down with Selection",,,"1631494054509","pom.xml"
"a","Down with Selection",,,"1631494054543","pom.xml"
"a","Down with Selection",,,"1631494054577","pom.xml"
"a","Down with Selection",,,"1631494054612","pom.xml"
"a","Down with Selection",,,"1631494054646","pom.xml"
"a","Down with Selection",,,"1631494055134","pom.xml"
"a","Down with Selection",,,"1631494055344","pom.xml"
"a","Down with Selection",,,"1631494055537","pom.xml"
"a","Down with Selection",,,"1631494056051","pom.xml"
"a","Down with Selection",,,"1631494056260","pom.xml"
"a","Down with Selection",,,"1631494056587","pom.xml"
"a","Down with Selection",,,"1631494056851","pom.xml"
"a","Down with Selection",,,"1631494057160","pom.xml"
"a","Down with Selection",,,"1631494057397","pom.xml"
"a","Up with Selection",,,"1631494058020","pom.xml"
"a","Up with Selection",,,"1631494058212","pom.xml"
"a","Up with Selection",,,"1631494058414","pom.xml"
"a","Up with Selection",,,"1631494058634","pom.xml"
"a","Down with Selection",,,"1631494059451","pom.xml"
"a","Backspace",,,"1631494060468","pom.xml"
"e","","		<dependency>
			<groupId>org.springframework.boot</groupId>
			<artifactId>spring-boot-starter-thymeleaf</artifactId>
		</dependency>
		<dependency>
			<groupId>org.springframework.boot</groupId>
			<artifactId>spring-boot-starter-web</artifactId>
		</dependency>
		<dependency>
			<groupId>org.springframework.boot</groupId>
			<artifactId>spring-boot-devtools</artifactId>
			<scope>runtime</scope>
			<optional>true</optional>
		</dependency>
		<dependency>
			<groupId>org.projectlombok</groupId>
			<artifactId>lombok</artifactId>
			<optional>true</optional>
		</dependency>
","774","1631494060496","pom.xml"
"a","Down",,,"1631494081976","pom.xml"
"a","Down",,,"1631494082181","pom.xml"
"a","Down",,,"1631494082383","pom.xml"
"a","Up",,,"1631494082854","pom.xml"
"a","Up",,,"1631494083679","pom.xml"
"a","Left",,,"1631494084003","pom.xml"
"a","Left",,,"1631494084522","pom.xml"
"a","Left",,,"1631494084556","pom.xml"
"a","Left",,,"1631494084590","pom.xml"
"a","Left",,,"1631494084624","pom.xml"
"a","Left",,,"1631494084659","pom.xml"
"a","Left",,,"1631494084877","pom.xml"
"a","Left",,,"1631494085055","pom.xml"
"a","Left",,,"1631494085234","pom.xml"
"a","Left",,,"1631494085409","pom.xml"
"a","Left",,,"1631494085575","pom.xml"
"a","Left",,,"1631494085742","pom.xml"
"a","Down with Selection",,,"1631494086568","pom.xml"
"a","Down with Selection",,,"1631494086751","pom.xml"
"a","Down with Selection",,,"1631494086927","pom.xml"
"a","Down with Selection",,,"1631494087101","pom.xml"
"a","Down with Selection",,,"1631494087284","pom.xml"
"a","Down with Selection",,,"1631494087459","pom.xml"
"a","Down with Selection",,,"1631494087643","pom.xml"
"a","Down with Selection",,,"1631494087933","pom.xml"
"a","Up with Selection",,,"1631494088234","pom.xml"
"a","Up with Selection",,,"1631494088437","pom.xml"
"a","Up with Selection",,,"1631494088619","pom.xml"
"a","Down with Selection",,,"1631494089016","pom.xml"
"a","Down with Selection",,,"1631494089200","pom.xml"
"a","Down with Selection",,,"1631494089383","pom.xml"
"a","Down with Selection",,,"1631494089558","pom.xml"
"a","Down with Selection",,,"1631494089751","pom.xml"
"a","Down with Selection",,,"1631494089980","pom.xml"
"a","Up with Selection",,,"1631494090556","pom.xml"
"a","Down with Selection",,,"1631494091034","pom.xml"
"a","Left with Selection",,,"1631494091757","pom.xml"
"a","Left with Selection",,,"1631494091974","pom.xml"
"a","Left with Selection",,,"1631494092168","pom.xml"
"a","Backspace",,,"1631494093184","pom.xml"
"e","","<dependency>
			<groupId>org.springframework.boot</groupId>
			<artifactId>spring-boot-starter-test</artifactId>
			<scope>test</scope>
			<exclusions>
				<exclusion>
					<groupId>org.junit.vintage</groupId>
					<artifactId>junit-vintage-engine</artifactId>
				</exclusion>
			</exclusions>
		</dependency>","1045","1631494093206","pom.xml"
"a","Down",,,"1631494093977","pom.xml"
"a","Down",,,"1631494094495","pom.xml"
"a","Down",,,"1631494094531","pom.xml"
"a","Down",,,"1631494094566","pom.xml"
"a","Down",,,"1631494094599","pom.xml"
"a","Down",,,"1631494094632","pom.xml"
"a","Down",,,"1631494094666","pom.xml"
"a","Down",,,"1631494094701","pom.xml"
"a","Down",,,"1631494094738","pom.xml"
"a","Down",,,"1631494094770","pom.xml"
"a","Down",,,"1631494094804","pom.xml"
"a","Down",,,"1631494094838","pom.xml"
"a","Down",,,"1631494094872","pom.xml"
"a","Down",,,"1631494094907","pom.xml"
"a","Down",,,"1631494094941","pom.xml"
"a","Down",,,"1631494094975","pom.xml"
"a","Down",,,"1631494095206","pom.xml"
"a","Down",,,"1631494095724","pom.xml"
"a","Down",,,"1631494095757","pom.xml"
"a","Down",,,"1631494095793","pom.xml"
"a","Down",,,"1631494095827","pom.xml"
"a","Down",,,"1631494095860","pom.xml"
"a","Down",,,"1631494095895","pom.xml"
"a","Down",,,"1631494095929","pom.xml"
"a","Down",,,"1631494095963","pom.xml"
"a","Down",,,"1631494095997","pom.xml"
"a","Down",,,"1631494096033","pom.xml"
"a","Down",,,"1631494096065","pom.xml"
"a","Down",,,"1631494096100","pom.xml"
"a","Down",,,"1631494096134","pom.xml"
